,pmid,annotators,article_type,trial_design,study_body,review_type,research_design_blinded,primary_endpoints,secondary_endpoints,int_allocation,int_primary_purpose,int_study_model,int_study_phase,obs_study_model,obs_time_perspective,study_population_age,study_population_dka,study_population_location,study_population_surgical,study_population_treatment_type,atypical_index_blood_pressure,atypical_index_cost,atypical_index_immunity,atypical_index_reproduction,atypical_index_tumor,study_type,therapeutic_area,diseases,drugs,proteins,adverse_effects,published_at,title,authors,link
690,30182324,Kornelia; Artur,observational_study,,human,,,disease_death_occurence,,,,,,cohort,,adults,FALSE,finland,FALSE,outpatient_inpatient,FALSE,FALSE,FALSE,FALSE,TRUE,,diabetes; cancer; oncology,"cancer of lip, stomach, colon, rectum, gallbladder, non-melanoma skin; liver cancer, pancreatic cancer, unspecified intestinal tract cancer, kidney cancer, cancer of bladder, thyroid, brain and central nervous system, non-hodgkin lymphoma, leukaemia, cancer of corpus uteri, endometrial cancer; dm2; t2dm",,,,9/4/18,Cancer incidence among Finnish people with type 2 diabetes during 1989-2014.,Katri Saarela; Jaakko Tuomilehto; Reijo Sund; Ilmo KeskimÃ_ki; Sirpa Hartikainen; Eero Pukkala,30182324
691,30182294,Kornelia; Artur,observational_study,,human,,,,,,,,,cohort,prospective,adults,FALSE,china,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,dkd; diabetes; nephrology; ms; endocrynology,mets; ckd; ir; dm2,,,,9/4/18,Both insulin resistance and metabolic syndrome accelerate the progression of chronic kidney disease among Chinese adults: results from a 3-year follow-up study.,Aixia Ma; Fuqiang Liu; Chuan Wang; Kai Liang; Fei Yan; Xinguo Hou; Jinbo Liu; Li Chen,30182294
692,30182172,Kornelia; Artur,observational_study,,human; silico,,,other,,,,parallel,,case_control,cross_sectional,adults,FALSE,egypt,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,htn; dyslipidemia; dm2; t2dm,,il-4,,9/4/18,A preliminary study of the relation between IL-4 and hypertension in type II diabetes mellitus.,Eman Badr; Mohamed Assar; Elsayed I Elshayeb; Safaa Fath El-Bab; Salah El-Kousy,30182172
693,30181855,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,jordan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,6/13/18,"Cross-sectional correlates of myeloperoxidase and alpha-1-acid glycoprotein with adiposity, atherogenic and hematological indices in metabolic syndrome patients with or without diabetes.",Reem Sami Alquoqa; Violet Kasabri; Randa Naffa; Amal Akour; Yasser Bustanji,30181855
694,30181854,Artur,interventional_study,,silico,,,,,nonrandomized,,,,,,,FALSE,singapore,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; mody,,,,5/22/18,Traditional clinical criteria outperform high-sensitivity C-reactive protein for the screening of hepatic nuclear factor 1 alpha maturity-onset diabetes of the young among young Asians with diabetes.,Suresh Rama Chandran; Jaydutt Bhalshankar; Rashida Farhad Vasanwala; Yi Zhao; Katharine R Owen; Daphne Su-Lyn Gardner,30181854
695,30181853,Artur,comment,,human,,,,,,,,,,,adults,FALSE,uk,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,dapagliflozin,,,4/25/18,Use of dapagliflozin as an add-on to insulin therapy in patients with suboptimally controlled type 2 diabetes.,Gautam Das; Ashutosh Surya; Hussam Abusahmin,30181853
696,30181852,Artur,primary_article,,human,,,,,,,,,,,adults,FALSE,india,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,statins; cyclosporine; trimethoprim; macrolide antibiotics; repaglinide; nateglinide; nifedipine,,hypoglycaemia,4/6/18,Drug interactions of meglitinide antidiabetics involving CYP enzymes and OATP1B1 transporter.,Naina Mohamed Pakkir Maideen; Gobinath Manavalan; Kumar Balasubramanian,30181852
697,30181849,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,singapore,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,6/12/18,Diabetes education and medication adjustment in Ramadan (DEAR) program prepares for self-management during fasting with tele-health support from pre-Ramadan to post-Ramadan.,Sueziani B Zainudin; Khalishah Nadhirah B Abu Bakar; Salmiah B Abdullah; Aslena B Hussain,30181849
698,30181847,Artur,observational_study,,human,,,comparison_vs_another_drug,,,,,,cohort,retrospective,adults,TRUE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,metformin,,,6/13/18,Assessing the incidence of acidosis in patients receiving metformin with and without risk factors for lactic acidosis.,Katy E Trinkley; Heather D Anderson; Kavita V Nair; Daniel C Malone; Joseph J Saseen,30181847
699,30181826,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dn,dm2,sglt-2 inhibitors; dpp-4 inhibitors,,,8/23/18,Diabetic nephropathy: newer therapeutic perspectives.,Krishna C Keri; Naga S Samji; Samuel Blumenthal,30181826
700,30181759,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,bangladesh,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,gliclazide; ; metformin,,,8/23/18,Attenuation of lipid peroxidation and atherogenic factors in diabetic patients treated with gliclazide and metformin.,Sujan Banik; Mohammad Salim Hossain; Rita Bhatta; Mariyam Akter,30181759
701,30181741,Artur,primary_article,,silico,,,,,,,,,,,adults,FALSE,thailand,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,7/26/18,Association of a disintegrin and metalloproteinase with a thrombospondin type 1 motif member 13 polymorphisms with severity of coronary stenosis in type 2 diabetes mellitus.,Supakanya Lasom; Nantarat Komanasin; Nongnuch Settasatian; Chatri Settasatian; Upa Kukongviriyapan; Pongsak Intharapetch,30181741
702,30181696,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/27/18,The combination of canagliflozin and omega-3 fatty acid ameliorates insulin resistance and cardiac biomarkers,Mohammed Mohsen Safhi; Tarique Anwer; Gyas Khan; Rahimullah Siddiqui; Sivagurunathan Moni Sivakumar; Mohammad Firoz Alam,30181696
703,30181471,Kornelia; Artur,observational_study,,human,,,,,,,,,other,other,adults,FALSE,new zealand; new_zealand,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,prediabetes; dm2; t2dm,,,,9/4/18,Carbohydrate Knowledge and Expectations of Nutritional Support among Five Ethnic Groups Living in New Zealand with Pre- and Type 2 Diabetes: A Qualitative Study.,Zhuoshi Zhang; John Monro; Bernard J Venn,30181471
704,30181290,Kornelia; Artur,interventional_study,,animal,,,,,,basic_science,parallel,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,protein kinase c e (pkce),,9/4/18,PKCÎµ contributes to lipid-induced insulin resistance through cross talk with p70S6K and through previously unknown regulators of insulin signaling.,Brandon M Gassaway; Max C Petersen; Yulia V Surovtseva; Karl W Barber; Joshua B Sheetz; Hans R Aerni; Jane S Merkel; Varman T Samuel; Gerald I Shulman; Jesse Rinehart,30181290
705,30181214,Artur,primary_article,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,9/4/18,Highly specific monoclonal antibodies for allosteric inhibition and immunodetection of the human pancreatic zinc transporter ZnT8.,Chengfeng Merriman; Hua Li; Huilin Li; Dax Fu,30181214
706,30181166,Kornelia; Artur,observational_study,,human,,,other,,,,,,cohort,cross_sectional,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1; dm2; t2dm; t1dm,,,,9/4/18,Prevalence of diagnosed type 1 and type 2 diabetes among US adults in 2016 and 2017: population based study.,Guifeng Xu; Buyun Liu; Yangbo Sun; Yang Du; Linda G Snetselaar; Frank B Hu; Wei Bao,30181166
707,30181159,Kornelia; Artur,primary_article,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,,,,9/4/18,Type 2 Diabetes Associated Genetic Variants Regulate Chromatin Accessibility in Human Islets.,Shubham Khetan; Romy Kursawe; Ahrim Youn; Nathan Lawlor; Alexandria Jillette; Eladio J Marquez; Duygu Ucar; Michael L Stitzel,30181159
708,30180967,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,7/4/18,Transcriptomic analysis of Momordica charantia polysaccharide on streptozotocin-induced diabetic rats.,Weiqi Bai; Cong Zhang; Hongman Chen,30180967
709,30180961,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,7/2/18,iTRAQ and PRM-based quantitative proteomics in T2DM-susceptible and -tolerant models of Bama mini-pig.,Xueyu Yan; Yanjun Wu; Fangjie Zhong; Qinyang Jiang; Tingting Zhou; Yafen Guo; Xiurong Yang; Jing Liang; D Joshua Liao; Ganqiu Lan,30180961
710,30180807,Kornelia; Artur,primary_article,,in_vitro; silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dkd; dm2; t2dm,"gliclazide; glibenclamide, glimepiride, gliclazide; glibenclamide; glimepiride; sulfonylureas",,,9/4/18,Different sulfonylureas induce the apoptosis of proximal tubular epithelial cell differently via closing K,Rui Zhang; Xiaojun Zhou; Xue Shen; Tianyue Xie; Chunmei Xu; Zhiwei Zou; Jianjun Dong; Lin Liao,30180807
711,30180766,Kornelia; Artur,other; primary_article,,human,,,other,,,,,,cohort,cross_sectional,adults; elderly,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,,,,9/4/18,Influence of Diabetes-Related Support on Aerobic Activity Among Older African Americans With Type 2 Diabetes.,Gina M McCaskill; Pamela G Bowen; Loretta T Lee; Kathryn L Burgio; James Leeper; Olivio J Clay,30180766
712,30180447,Artur,primary_article,,human,,,,,,,,,,,elderly,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,,,,,[Expert consensus of the diagnosis and treatment measures for the Chinese elderly patients with type 2 diabetes (2018 Edition)].,;  ;,30180447
713,30179269,Artur,review,,human,meta_analysis,,,,,,,,,,,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; nafld,dm2,,,,9/4/18,Global Perspectives on Non-alcoholic Fatty Liver Disease and Non-alcoholic Steatohepatitis.,Zobair Younossi; Frank Tacke; Marco Arrese; Barjesh Chander Sharma; Ibrahim Mostafa; Elisabetta Bugianesi; Vincent Wai-Sun Wong; Yusuf Yilmaz; Jacob George; Jiangao Fan; Miriam B Vos,30179269
714,30179134,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,turkey,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; ms,dm2,,,,9/3/18,Metabolic syndrome during menopause.,Sezcan Mumusoglu; Bulent Okan Yildiz,30179134
715,30178922,Kornelia; Artur,review,,in_vitro; animal,narrative_review,,,,,,,,,,adults,FALSE,poland; germany,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,heart failure; copd; dm2; hf; t2dm,,,,9/4/18,Iron deficiency as energetic insult to skeletal muscle in chronic diseases.,Magdalena Dziegala; Krystian Josiak; Monika Kasztura; Kamil Kobak; Stephan von Haehling; Waldemar Banasiak; Stefan D Anker; Piotr Ponikowski; Ewa Jankowska,30178922
716,30178632,Kornelia; Artur,observational_study,,human; silico,,,,,,,,,cohort; case_control,cross_sectional,,FALSE,uk (scotland),FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dr; opthalmology,dm2; dr; t2dm,,,,9/4/18,A genome-wide association study suggests new evidence for an association of the NADPH Oxidase 4 (NOX4) gene with severe diabetic retinopathy in type 2 diabetes.,Weihua Meng; Kaanan P Shah; Samuela Pollack; Iiro Toppila; Harry L Hebert; Mark I McCarthy; Leif Groop; Emma Ahlqvist; Valeriya Lyssenko; Elisabet Agardh; Mark Daniell; Georgia Kaidonis; Jamie E Craig; Paul Mitchell; Gerald Liew; Annette Kifley; Jie Jin Wang; Mark W Christiansen; Richard A Jensen; Alan Penman; Heather A Hancock; Ching J Chen; Adolfo Correa; Jane Z Kuo; Xiaohui Li; Yii-der I Chen; Jerome I Rotter; Ronald Klein; Barbara Klein; Tien Y Wong; Andrew D Morris; Alexander S F Doney; Helen M Colhoun; Alkes L Price; Kathryn P Burdon; Per-Henrik Groop; Niina Sandholm; Michael A Grassi; Lucia Sobrin; Colin N A Palmer;,30178632
717,30178600,Kornelia; Artur,interventional_study,superiority,human,,open_label,efficacy_assessment_demonstration; time_of_event,efficacy_assessment_demonstration,randomized,treatment,parallel,,,,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,hepatology; diabetes; nafld,nafld; dm2; t2dm,dapagliflozin,,,9/3/18,"Evaluation of the effects of dapagliflozin, a sodium-glucose co-transporter-2 inhibitor, on hepatic steatosis and fibrosis using transient elastography in patients with type 2 diabetes and non-alcoholic fatty liver disease.",Masanori Shimizu; Kunihiro Suzuki; Kanako Kato; Teruo Jojima; Toshie Iijima; Toshimitsu Murohisa; Makoto Iijima; Hidehiro Takekawa; Isao Usui; Hideyuki Hiraishi; Yoshimasa Aso,30178600
718,30178570,Kornelia; Artur,primary_article; review,superiority,human,pooled_analysis,double_blind,other; efficacy_assessment_demonstration,safety_tolerability,randomized,treatment,parallel,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,sitagliptin; insulin,,hypoglycaemia,9/3/18,Efficacy and safety of sitagliptin added to treatment of patients with type 2 diabetes inadequately controlled with pre-mixed insulin.,Miao Yu; R Ravi Shankar; Ruya Zhang; Ye Zhang; Jianxin Lin; Edward A O'Neill; Guojuan Chen; Shu Liu; Yingmei Tu; Samuel S Engel,30178570
719,30178545,Kornelia; Artur,observational_study,,human,,,other,,,,,,case_control,cross_sectional,adults,FALSE,,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,cvd; dm2; t2dm,metformin,growth differentiation factor-15 (gdf-15),,9/3/18,"Metformin is the key factor in elevated plasma growth differentiation factor-15 levels in type 2 diabetes: A nested, case-control study.",Andrea Natali; Lorenzo Nesti; Elena Venturi; Angela C Shore; Faisel Khan; Kim Gooding; Phillip E Gates; Helen C Looker; Fiona Dove; Isabel Goncalves; Margaretha Persson; Jan Nilsson;,30178545
720,30178527,Kornelia; Artur,observational_study,,human,,,other; time_of_event,disease_death_occurence,,,,,cohort,prospective,adults,FALSE,singapore; multi-ethnic,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; dkd,obesity; dkd; dm2; t2dm,,,,9/3/18,Gain in adiposity over 3 years is associated with progressive renal decline in multi-ethnic South-East Asians with type 2 diabetes.,Mei Chung Moh; Chee Fang Sum; Tavintharan Subramaniam; Keven Ang; Pek Yee Kwan; Simon Biing Ming Lee; Wern Ee Tang; Su Chi Lim,30178527
721,30178516,Kornelia; Artur,comment,,human,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,cvd; dm2; t2dm,sglt-2; sglt-2 inhibitors; metformin,,genital_infection,9/3/18,Should sodium glucose co-transporter 2 inhibitors be considered as first line oral therapy for people with type 2 diabetes?,Kamlesh Khunti; Samuel Seidu; Melanie J Davies,30178516
722,30178465,Kornelia; Artur,interventional_study,,animal,,,,,,basic_science,single_group,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2; t2dm,,insulin receptor antagonist s961,,9/4/18,"Modified redox signalling in vasculature after chronic infusion of the insulin receptor antagonist, S961.",Kristen J Bubb; Rebecca H Ritchie; Gemma A Figtree,30178465
723,30178023,Kornelia; Artur,guideline,,human,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1; dm2; t2dm; t1dm,thiazolidinedione; sglt-2; insulin; sglt-2 inhibitors; metformin; tzd; sulfonylurea; dpp-4,,,9/4/18,Medicines for Treatment Intensification in Type 2 Diabetes and Type of Insulin in Type 1 and Type 2 Diabetes in Low-Resource Settings: Synopsis of the World Health Organization Guidelines on Second- and Third-Line Medicines and Type of Insulin for the Control of Blood Glucose Levels in Nonpregnant Adults With Diabetes Mellitus.,Gojka Roglic; Susan L Norris,30178023
724,30178009,Artur,other,,human,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Web Exclusive. Annals On Call - Glycemic Control in Type 2 Diabetes: How Low Should We Go?,Robert M Centor; Victor M Montori,30178009
725,30177968,Artur,primary_article,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Zebrafish as a Model for Obesity and Diabetes.,Liqing Zang; Lisette A Maddison; Wenbiao Chen,30177968
726,30177484,Kornelia; Artur,observational_study,,human,,,disease_death_occurence,,,,,,cohort,prospective,adults,FALSE,usa,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; nephrology; ckd,ckd; dm2; t2dm,,,,9/1/18,Incident Type 2 Diabetes Among Individuals With CKD: Findings From the Chronic Renal Insufficiency Cohort (CRIC) Study.,Christopher Jepson; Jesse Y Hsu; Michael J Fischer; John W Kusek; James P Lash; Ana C Ricardo; Jeffrey R Schelling; Harold I Feldman;,30177484
727,30177481,Artur,primary_article,,human,,,,,,,,,,,adults,FALSE,germany,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/31/18,[Does place of residence have an influence on shared decision making for patients with type 2 diabetes in general practice?],Eva Drewelow; Sara Santos; Anne Hornung; Attila Altiner; Christin LÃ¶ffler; Michael Pentzek; Stefan Wilm; Susanne LÃ¶scher; Anja Wollny,30177481
728,30177479,Artur,observational_study,,human,,,,,,,,,cohort,,adults,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; copd,dm2,,,,8/31/18,Obesity and loss of disease-free years owing to major non-communicable diseases: a multicohort study.,Solja T Nyberg; G David Batty; Jaana Pentti; Marianna Virtanen; Lars Alfredsson; Eleonor I Fransson; Marcel Goldberg; Katriina HeikkilÃ_; Markus Jokela; Anders Knutsson; Markku Koskenvuo; Tea Lallukka; Constanze Leineweber; Joni V Lindbohm; Ida E H Madsen; Linda L Magnusson Hanson; Maria Nordin; Tuula Oksanen; Olli PietilÃ_inen; Ossi Rahkonen; Reiner Rugulies; Martin J Shipley; Sari Stenholm; Sakari Suominen; TÃ¶res Theorell; Jussi Vahtera; Peter J M Westerholm; Hugo Westerlund; Marie Zins; Mark Hamer; Archana Singh-Manoux; Joshua A Bell; Jane E Ferrie; Mika KivimÃ_ki,30177479
729,30177468,Artur,observational_study,,human,,,,,,,,,cohort,prospective,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; ckd,dm2,,,,8/9/18,Assessing use of patient-focused pharmacotherapy in glycemic management through the Diabetes Collaborative Registry (DCR).,Suzanne V Arnold; Darren K McGuire; Silvio E Inzucchi; Fengming Tang; Sanjeev N Mehta; Carolyn S P Lam; Abhinav Goyal; Laurence S Sperling; Nathan D Wong; Niklas Hammar; Peter Fenici; Mikhail Kosiborod,30177468
730,30177427,Artur,observational_study,,human,,,,,,,,,cohort,retrospective,elderly,FALSE,israel,TRUE,hospitalized,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,7/29/18,Midterm outcomes of sleeve gastrectomy in the elderly.,Dvir Froylich; Omer Sadeh; Hagar Mizrahi; Naama Kafri; Guy Pascal; Christopher R Daigle; Nisim Geron; David Hazzan,30177427
731,30177026,Artur,interventional_study,,human,,double_blind,efficacy_assessment_demonstration,,randomized,treatment,parallel,,,,adults,FALSE,iran,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,ms; diabetes,dm2,,,,6/1/18,"TCF7L2-rs7903146 polymorphism modulates the effect of artichoke leaf extract supplementation on insulin resistance in metabolic syndrome: a randomized, double-blind, placebo-controlled trial.",Mehranghiz Ebrahimi-Mameghani; Mohammad Asghari-Jafarabadi; Khatereh Rezazadeh,30177026
732,30176743,Kornelia; Artur,observational_study,,human,,,disease_death_occurence,,,,,,cohort; case_control,prospective,adults,FALSE,sweden,FALSE,outpatient; outpatient_inpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes; hf; cardiovascular,hf; dm2; t2dm,,,,9/3/18,"Type 2 diabetes and heart failure: Characteristics and prognosis in preserved, mid-range and reduced ventricular function.",Isabelle Johansson; Ulf DahlstrÃ¶m; Magnus Edner; Per NÃ_sman; Lars RydÃ©n; Anna Norhammar,30176743
733,30176740,Artur,interventional_study,,human,,,comparison_vs_another_drug,,,,,,,,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1; dm2,insulin; dpp4 inhibitor; sglt2 inhibitor,,hypoglycaemia,9/3/18,Future Perspectives for the Treatment of Diabetes: Importance of a Regulatory Framework.,Katsura Tsukamoto; Miriam Cnop; Daichi Mori; Shoen Kume; Takayuki Anazawa; Masako Doi; Kazuhiko Chikazawa; Naoki Matsumaru,30176740
734,30176567,Artur,primary_article,,human,,,,,,,,,,,adults,FALSE,mexico,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,atorvastatin,,,8/24/18,"Cholesterol efflux capacity of large, small and total HDL particles is unaltered by atorvastatin in patients with type 2 diabetes.",Liliana MuÃ±oz-Hernandez; Raul J Ortiz-Bautista; Griselda Brito-CÃ_rdova; Francisco Lozano-Arvizu; Sharim Saucedo; Oscar PÃ©rez-MÃ©ndez; Alejandro Zentella-Dehesa; Carolane Dauteuille; Marie Lhomme; Philippe Lesnik; M John Chapman; Anatol Kontush; Carlos A Aguilar Salinas,30176567
